Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_PerUnit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin(%),Sales_Method,Month,IndexMonth,Gender
Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,49,224,10976,5268,0.48,Online,October,10,False
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46,224,10304,3812,0.37,Online,October,10,True
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,49,202,9898,4355,0.44,Online,October,10,True
Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,64,195,12480,6240,0.5,Online,October,10,False
Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,64,213,13632,8179,0.6,Online,October,10,True
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,63,323,20349,11395,0.56,Online,May,05,False
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,12954,6088,0.47,Online,May,05,False
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,52,248,12896,4771,0.37,Online,May,05,True
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,54,209,11286,4852,0.43,Online,May,05,True
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,60,202,12120,5938,0.49,Online,May,05,False
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,64,219,14016,8830,0.63,Online,May,05,True
Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,33,131,4323,1945,0.45000000000000007,Online,October,10,False
Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,33,65,2145,858,0.4,Online,October,10,False
Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,24,63,1512,665,0.44,Online,October,10,True
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,29,26,754,339,0.45000000000000007,Online,October,10,True
Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,43,39,1677,754,0.44999999999999996,Online,October,10,False
Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,32,65,2080,1164,0.56,Online,October,10,True
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,135,4320,1944,0.45000000000000007,Online,October,10,False
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,38,1292,581,0.44999999999999996,Online,October,10,False
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,56,1400,588,0.42,Online,October,10,True
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27,20,540,253,0.47000000000000003,Online,October,10,True
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,41,44,1804,739,0.41,Online,October,10,False
Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,34,65,2210,1215,0.55,Online,October,10,True
Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39,116,4524,2262,0.5,Online,October,10,False
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,35,1330,532,0.4,Online,October,10,False
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,53,1537,691,0.44999999999999996,Online,October,10,True
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,7,224,112,0.5,Online,November,11,True
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,47,19,893,375,0.42,Online,November,11,False
Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,38,47,1786,982,0.55,Online,November,11,True
Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36,120,4320,2030,0.47000000000000003,Online,November,11,False
Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,28,1064,446,0.42,Online,November,11,False
Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,26,754,331,0.44,Online,November,11,True
Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,7,224,112,0.5,Online,November,11,True
Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,47,14,658,263,0.4,Online,November,11,False
Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,36,53,1908,1144,0.6,Online,November,11,True
Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48,116,5568,2616,0.47000000000000003,Online,November,11,False
Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44,44,1936,793,0.41,Online,November,11,False
Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37,38,1406,618,0.44,Online,November,11,True
Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36,13,468,229,0.49000000000000005,Online,November,11,True
Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,50,20,1000,410,0.41,Online,November,11,False
Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,58,51,2958,1745,0.5900000000000001,Online,November,11,True
Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44,106,4664,2285,0.49000000000000005,Online,November,11,False
Foot Locker,1185732,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,49,1862,763,0.41,Online,November,11,False
Foot Locker,1185732,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33,47,1551,697,0.44999999999999996,Online,November,11,True
Foot Locker,1185732,2020-11-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,45,1440,676,0.47000000000000003,Online,November,11,True
Foot Locker,1185732,2020-11-20,Midwest,Minnesota,Minneapolis,Men's Apparel,49,45,2205,926,0.42,Online,November,11,False
Foot Locker,1185732,2020-11-21,Midwest,Minnesota,Minneapolis,Women's Apparel,53,81,4293,2404,0.56,Online,November,11,True
Foot Locker,1185732,2020-11-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49,160,7840,3684,0.47000000000000003,Online,November,11,False
Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42,75,3150,1417,0.44999999999999996,Online,November,11,False
Foot Locker,1185732,2020-11-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36,63,2268,952,0.42,Online,November,11,True
Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38,51,1938,930,0.48000000000000004,Online,November,11,True
Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,49,58,2842,1165,0.41,Online,November,11,False
Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54,98,5292,2910,0.55,Online,November,11,True
Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47,137,6439,3026,0.47000000000000003,Online,November,11,False
Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,87,3741,1533,0.41,Online,November,11,False
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37,68,2516,1006,0.4,Online,November,11,True
Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33,47,1551,759,0.49000000000000005,Online,December,12,True
Foot Locker,1185732,2020-12-02,Midwest,Minnesota,Minneapolis,Men's Apparel,42,42,1764,723,0.41,Online,December,12,False
Foot Locker,1185732,2020-12-03,Midwest,Minnesota,Minneapolis,Women's Apparel,46,88,4048,2307,0.5700000000000001,Online,December,12,True
Foot Locker,1185732,2020-12-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43,113,4859,2332,0.48000000000000004,Online,December,12,False
Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37,73,2701,1215,0.44999999999999996,Online,December,12,False
Foot Locker,1185732,2020-12-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,24,41,984,393,0.4,Online,December,12,True
Foot Locker,1185732,2020-12-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24,31,744,342,0.46,Online,December,12,True
Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,32,34,1088,478,0.44,Online,December,12,False
Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,39,52,2028,1155,0.5700000000000001,Online,December,12,True
Foot Locker,1185732,2020-12-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41,98,4018,1888,0.47000000000000003,Online,December,12,False
Foot Locker,1185732,2020-12-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,58,1972,847,0.43,Online,December,12,False
Foot Locker,1185732,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32,25,800,336,0.42,Online,December,12,True
Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,21,672,309,0.46,Online,December,12,True
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,41,19,779,327,0.42,Online,December,12,False
Foot Locker,1185732,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49,60,2940,1764,0.6,Online,December,12,True
Foot Locker,1185732,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46,91,4186,1967,0.47000000000000003,Online,December,12,False
Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,52,1976,790,0.4,Online,December,12,False
Foot Locker,1185732,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36,38,1368,547,0.4,Online,December,12,True
Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38,45,1710,837,0.49000000000000005,Online,December,12,True
Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,52,34,1768,742,0.42,Online,December,12,False
Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59,61,3599,2159,0.6,Online,December,12,True
Foot Locker,1185732,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,124,6200,3100,0.5,Online,December,12,False
Foot Locker,1185732,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42,77,3234,1455,0.44999999999999996,Online,December,12,False
Foot Locker,1185732,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44,56,2464,1010,0.41,Online,December,12,True
Foot Locker,1185732,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,49,2156,1056,0.49000000000000005,Online,December,12,True
Foot Locker,1185732,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54,44,2376,974,0.41,Online,December,12,False
Foot Locker,1185732,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54,77,4158,2370,0.5700000000000001,Online,December,12,True
Kohl's,1189833,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,3808,2208,0.5800000000000001,Online,December,12,False
Kohl's,1189833,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,128,5504,2311,0.42,Online,December,12,False
Kohl's,1189833,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,4879,2878,0.5900000000000001,Online,December,12,True
Kohl's,1189833,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,4312,2242,0.52,Online,December,12,True
Kohl's,1189833,2021-01-01,Midwest,Montana,Billings,Men's Apparel,47,77,3619,2714,0.7500000000000001,Online,January,01,False
Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,43,138,5934,2314,0.39,Online,January,01,True
Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34,158,5372,3062,0.5700000000000001,Online,January,01,False
Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,42,123,5166,2324,0.44999999999999996,Online,January,01,False
Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,43,122,5246,2990,0.5700000000000001,Online,January,01,True
Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,44,81,3564,1960,0.5499999999999999,Online,January,01,True
Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Men's Apparel,48,59,2832,2039,0.7200000000000001,Online,January,01,False
Kohl's,1189833,2021-01-08,Midwest,Montana,Billings,Women's Apparel,43,119,5117,1893,0.37,Online,January,01,True
Kohl's,1189833,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,32,173,5536,3044,0.55,Online,January,01,False
Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41,115,4715,1933,0.41,Online,January,01,False
Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,42,128,5376,3064,0.5700000000000001,Online,January,01,True
Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44,91,4004,2122,0.53,Online,January,01,True
Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48,60,2880,2044,0.7100000000000001,Online,January,01,False
Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42,112,4704,1834,0.39,Online,January,01,True
Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44,161,7084,4179,0.5900000000000001,Online,January,01,False
Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43,101,4343,1954,0.44999999999999996,Online,January,01,False
Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44,120,5280,3168,0.6,Online,January,01,True
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36,78,2808,1404,0.5,Online,January,01,True
Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44,56,2464,1823,0.7400000000000001,Online,January,01,False
Kohl's,1189833,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55,101,5555,2166,0.39,Online,January,01,True
Kohl's,1189833,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,39,150,5850,3334,0.5700000000000001,Online,January,01,False
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,4346,1912,0.44,Online,January,01,False
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,44,111,4884,2686,0.55,Online,January,01,True
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38,88,3344,1772,0.53,Online,January,01,True
Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41,61,2501,1850,0.7400000000000001,Online,January,01,False
Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59,108,6372,2421,0.38,Online,January,01,True
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36,169,6084,3589,0.5900000000000001,Online,January,01,False
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42,147,6174,2531,0.41,Online,January,01,False
Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44,165,7260,3993,0.55,Online,January,01,True
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,4028,2134,0.53,Online,January,01,True
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41,75,3075,2275,0.7400000000000001,Online,January,01,False
Kohl's,1189833,2021-02-01,Midwest,Montana,Billings,Women's Apparel,55,150,8250,2970,0.36,Online,February,02,True
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,37,203,7511,4431,0.5900000000000001,Online,February,02,False
Kohl's,1189833,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,41,156,6396,2750,0.43,Online,February,02,False
Kohl's,1189833,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44,143,6292,3712,0.5900000000000001,Online,February,02,True
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,36,113,4068,2156,0.53,Online,February,02,True
Kohl's,1189833,2021-02-06,Midwest,Montana,Billings,Men's Apparel,42,124,5208,3645,0.7000000000000001,Online,February,02,False
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58,143,8294,2902,0.35,Online,February,02,True
Kohl's,1189833,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,42,203,8526,4945,0.5800000000000001,Online,February,02,False
Kohl's,1189833,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54,188,10152,4365,0.43,Online,February,02,False
Kohl's,1189833,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,49,130,6370,3758,0.5900000000000001,Online,February,02,True
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41,106,4346,2346,0.54,Online,February,02,True
Kohl's,1189833,2021-02-12,Midwest,Montana,Billings,Men's Apparel,52,106,5512,3858,0.7000000000000001,Online,February,02,False
Kohl's,1189833,2021-02-13,Midwest,Montana,Billings,Women's Apparel,56,112,6272,2383,0.38,Online,February,02,True
Kohl's,1189833,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,41,180,7380,4280,0.5800000000000001,Online,February,02,False
Kohl's,1189833,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,48,156,7488,3294,0.44,Online,February,02,False
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,42,117,4914,2751,0.56,Online,February,02,True
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41,116,4756,2615,0.5499999999999999,Online,February,02,True
Kohl's,1189833,2021-02-18,Midwest,Montana,Billings,Men's Apparel,50,100,5000,3650,0.7300000000000001,Online,February,02,False
Kohl's,1189833,2021-02-19,Midwest,Montana,Billings,Women's Apparel,59,122,7198,2879,0.4,Online,February,02,True
Kohl's,1189833,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,44,160,7040,3942,0.56,Online,February,02,False
Kohl's,1189833,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,49,160,7840,3371,0.43,Online,February,02,False
Kohl's,1189833,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,41,116,4756,2710,0.5700000000000001,Online,February,02,True
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44,105,4620,2402,0.52,Online,February,02,True
Kohl's,1189833,2021-02-24,Midwest,Montana,Billings,Men's Apparel,54,98,5292,3969,0.7500000000000001,Online,February,02,False
Kohl's,1189833,2021-02-25,Midwest,Montana,Billings,Women's Apparel,58,108,6264,2442,0.39,Online,February,02,True
Kohl's,1189833,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,38,167,6346,3744,0.5900000000000001,Online,February,02,False
Kohl's,1189833,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,42,173,7266,2979,0.41,Online,February,02,False
Kohl's,1189833,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,37,123,4551,2594,0.5700000000000001,Online,February,02,True
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39,119,4641,2552,0.5499999999999999,Online,March,03,True
Kohl's,1189833,2021-03-02,Midwest,Montana,Billings,Men's Apparel,51,113,5763,4264,0.7400000000000001,Online,March,03,False
Kohl's,1189833,2021-03-03,Midwest,Montana,Billings,Women's Apparel,56,133,7448,2830,0.38,Online,March,03,True
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,41,196,8036,4500,0.56,Online,March,03,False
Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,45,182,8190,3521,0.43,Online,March,03,False
Kohl's,1189833,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,42,133,5586,3351,0.6,Online,March,03,True
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43,143,6149,3135,0.51,Online,March,03,True
Kohl's,1189833,2021-03-08,Midwest,Montana,Billings,Men's Apparel,53,120,6360,4642,0.7300000000000001,Online,March,03,False
Kohl's,1189833,2021-03-09,Midwest,Montana,Billings,Women's Apparel,55,130,7150,2860,0.4,Online,March,03,True
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,18,210,3780,1890,0.5,Online,March,03,False
Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,29,182,5278,2427,0.45999999999999996,Online,March,03,False
Sports Direct,1197831,2021-03-12,Midwest,Montana,Billings,Women's Street Footwear,27,130,3510,1579,0.44999999999999996,Online,March,03,True
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,4320,2462,0.5700000000000001,Online,March,03,True
Sports Direct,1197831,2021-03-14,South,Tennessee,Knoxville,Men's Apparel,39,95,3705,1482,0.4,Online,March,03,False
Sports Direct,1197831,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,33,125,4125,2681,0.65,Online,March,03,True
Sports Direct,1197831,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,24,169,4056,2028,0.5,Online,March,03,False
Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,5973,2867,0.48,Online,March,03,False
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,32,122,3904,1873,0.48,Online,March,03,True
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,33,108,3564,2138,0.6,Online,March,03,True
Sports Direct,1197831,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,37,83,3071,1259,0.41,Online,March,03,False
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,32,133,4256,2723,0.64,Online,March,03,True
Sports Direct,1197831,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,27,189,5103,2602,0.51,Online,March,03,False
Sports Direct,1197831,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,37,163,6031,3136,0.52,Online,March,03,False
Sports Direct,1197831,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,28,124,3472,1909,0.5499999999999999,Online,March,03,True
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,33,101,3333,2133,0.64,Online,March,03,True
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,39,69,2691,1264,0.47,Online,March,03,False
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,33,111,3663,2417,0.66,Online,March,03,True
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,19,169,3211,1605,0.5,Online,March,03,False
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,24,176,4224,2154,0.51,Online,March,03,False
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,19,135,2565,1410,0.5499999999999999,Online,March,03,True
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,23,112,2576,1674,0.65,Online,March,03,True
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,28,84,2352,1058,0.44999999999999996,Online,April,04,False
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,24,161,3864,2627,0.68,Online,April,04,True
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,14,189,2646,1323,0.5,Online,April,04,False
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,23,218,5014,2507,0.5,Online,April,04,False
Sports Direct,1197831,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,19,180,3420,1846,0.54,Online,April,04,True
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27,142,3834,2300,0.6,Online,April,04,True
Sports Direct,1197831,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,41,106,4346,2129,0.49,Online,April,04,False
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,38,202,7676,5142,0.67,Online,April,04,True
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,36,217,7812,3984,0.51,Online,April,04,False
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,8484,4326,0.51,Online,April,04,False
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,36,169,6084,3102,0.51,Online,April,04,True
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36,174,6264,3821,0.61,Online,April,04,True
Sports Direct,1197831,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,43,145,6235,2992,0.48,Online,April,04,False
Sports Direct,1197831,2021-04-14,South,Tennessee,Knoxville,Women's Apparel,49,236,11564,7516,0.65,Online,April,04,True
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,36,215,7740,4411,0.57,Online,April,04,False
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,43,206,8858,5137,0.58,Online,April,04,False
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36,263,9468,5680,0.6,Online,April,04,True
Sports Direct,1197831,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,37,161,5957,3872,0.65,Online,April,04,True
Sports Direct,1197831,2021-04-19,South,Tennessee,Knoxville,Men's Apparel,43,165,7095,3760,0.53,Online,April,04,False
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,52,223,11596,8117,0.7000000000000001,Online,April,04,True
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,41,233,9553,5445,0.57,Online,April,04,False
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,54,233,12582,7171,0.57,Online,April,04,False
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46,285,13110,7866,0.6,Online,April,04,True
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,42,133,5586,3854,0.6900000000000001,Online,April,04,True
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,49,133,6517,3454,0.53,Online,April,04,False
Sports Direct,1197831,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,53,181,9593,6811,0.7100000000000001,Online,April,04,True
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,49,182,8918,5350,0.6,Online,April,04,False
Sports Direct,1197831,2021-04-28,South,Tennessee,Knoxville,Men's Athletic Footwear,47,169,7943,4765,0.6,Online,April,04,False
Sports Direct,1197831,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,54,182,9828,5798,0.59,Online,April,04,True
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,53,100,5300,3710,0.7000000000000001,Online,April,04,True
